p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
302 0 2.95248259721297 0.924 0.227 0 3 Ccdc129
303 0 2.79014945165813 0.956 0.279 0 3 Cyp4b1
304 0 2.9503212662187 0.944 0.273 0 3 Cyp2a5
305 0 2.50615732955743 0.912 0.247 0 3 Muc16
306 0 2.34500318114204 0.945 0.292 0 3 Gabrp
307 0 2.47752130531924 0.875 0.228 0 3 5330417C22Rik
308 0 2.6090010969907 0.944 0.307 0 3 Fmo3
309 0 2.6357008443285 0.86 0.225 0 3 Sftpd
310 0 2.29908744787415 0.83 0.203 0 3 Gipc2
311 0 2.62088584581477 0.851 0.229 0 3 St3gal5
312 0 2.7820556617177 0.845 0.229 0 3 Vtcn1
313 0 2.39775397570482 0.837 0.23 0 3 Myo5c
314 0 2.61206762371863 0.753 0.149 0 3 Aldh1a7
315 0 2.32816311245749 0.826 0.227 0 3 Sult1d1
316 0 2.41276114236673 0.86 0.271 0 3 Wdr72
317 0 2.42896517550507 0.746 0.159 0 3 Akr1c18
318 0 2.57909436440071 0.874 0.288 0 3 Bmpr1b
319 0 2.57869789640617 0.918 0.338 0 3 Aox3
320 0 2.12126967106558 0.929 0.353 0 3 Mgat3
321 0 2.09371296233044 0.932 0.365 0 3 Myh14
322 0 2.61222295943052 0.813 0.25 0 3 Adcy2
323 0 2.49099067934226 0.776 0.215 0 3 Pclo
324 0 2.80481653397124 0.659 0.098 0 3 Clic6
325 0 2.99082335900785 0.655 0.103 0 3 Slco4c1
326 0 2.29659711295626 0.762 0.215 0 3 Cyp2b10
327 0 2.27107503542764 0.929 0.383 0 3 Tst
328 0 2.48575812330502 0.684 0.148 0 3 Arhgef38
329 0 2.60015341580585 0.701 0.166 0 3 Lgr6
330 0 3.55631788106073 0.599 0.064 0 3 Pon1
331 0 2.42826335736558 0.914 0.383 0 3 Rad51b
332 0 2.38054549081097 0.837 0.323 0 3 Abcc4
333 0 2.4198608828717 0.631 0.123 0 3 Cacnb2
334 0 2.28037403576502 0.724 0.219 0 3 Trim3
335 0 2.30950162250747 0.658 0.155 0 3 BC030870
336 0 2.70237107274837 0.615 0.115 0 3 Slc7a2
337 0 2.51734978674719 0.679 0.192 0 3 Porcn
338 0 4.14208852953058 0.555 0.07 0 3 Cadm2
339 0 2.17285281106322 0.956 0.473 0 3 Alas1
340 0 2.43436262662331 0.557 0.095 0 3 Cd36
341 0 2.08351242408399 0.955 0.496 0 3 Lypd2
342 0 2.47089503771485 0.567 0.109 0 3 Kcnq1
343 0 3.08804842098425 0.517 0.062 0 3 Atp7b
344 0 2.78877389446761 0.519 0.065 0 3 Rnf186
345 0 2.76222355733201 0.981 0.546 0 3 Aldh1a1
346 0 2.26649370677682 0.52 0.097 0 3 Plch1
347 0 2.96863164150731 0.937 0.533 0 3 Scgb3a2
348 0 2.66905919759592 0.451 0.056 0 3 AU021092
349 0 2.52167666047857 0.973 0.599 0 3 Selenbp1
350 0 3.67349483184316 0.429 0.055 0 3 Atp13a5
351 0 2.29125618128939 0.993 0.643 0 3 Por
352 0 2.85279827023971 0.365 0.033 0 3 Sftpa1
353 0 5.01538394856945 0.341 0.024 0 3 Slc6a15
354 0 4.31505569489305 0.349 0.035 0 3 Ces1f
355 0 3.88017461736284 0.949 0.646 0 3 Scgb1a1
