p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
180 1.17196083401531e-108 1.89828918772806 0.495 0.201 1.84325999973929e-104 1 Eya4
181 5.12885329534421e-106 1.88486027240751 0.374 0.121 8.06666046291737e-102 1 Gm15675
182 4.74651443359013e-104 1.87926666002387 0.303 0.082 7.46531790115056e-100 1 Arhgap6
183 2.30169594736766e-103 1.60820994265774 0.517 0.216 3.62010738601985e-99 1 Thsd4
184 4.68047670917637e-99 2.0667018144353 0.284 0.076 7.36145376819259e-95 1 Ms4a8a
185 1.740087135452e-98 1.98163771134939 0.295 0.081 2.7368090466389e-94 1 Capn13
186 1.94930623144968e-91 1.76460612958813 0.256 0.066 3.06586884082406e-87 1 Atp6v1b1
187 3.10885598483366e-89 1.91133643344817 0.36 0.128 4.88960869294639e-85 1 2010007H06Rik
188 3.29050869248163e-89 1.7449139396297 0.323 0.104 5.17531207153512e-85 1 Ern2
189 3.17495021356228e-83 1.57242766083015 0.255 0.069 4.99356169589076e-79 1 Slc13a2
190 4.53840763358902e-82 1.55173562254767 0.335 0.118 7.13800752610881e-78 1 Gramd1b
191 1.70234949427964e-78 1.87024456069364 0.479 0.22 2.67745528460302e-74 1 Gm15883
192 1.97439593258001e-69 1.71077914743423 0.318 0.12 3.10532992276184e-65 1 Tle2
193 2.74164635921001e-68 1.58588421624012 0.277 0.095 4.3120613937655e-64 1 Nexmif
194 9.29350592862407e-68 1.80379124094876 0.299 0.11 1.46168261245399e-63 1 Aox1
195 2.12951527710893e-67 1.82834732133994 0.256 0.084 3.34930162783692e-63 1 Erbb4
196 9.94401920622359e-67 1.65284426711827 0.392 0.172 1.56399534075485e-62 1 Tbc1d30
197 5.40681321811865e-66 1.51858561003495 0.366 0.155 8.503835829457e-62 1 Mtus2
198 2.38281578634356e-56 1.52921494353918 0.253 0.092 3.74769266876116e-52 1 Slc10a5
199 2.00230768490982e-53 2.33053409515094 0.366 0.182 3.14922952682617e-49 1 Sema3d
200 2.608211180606e-52 1.54648418385246 0.305 0.131 4.10219454485712e-48 1 Ankrd22
201 0 3.14586689087676 0.885 0.13 0 2 Tmprss11a
202 0 3.7142233833116 0.705 0.083 0 2 Dnajc6
203 5.21190790148822e-304 2.51594162358441 0.618 0.105 8.19728874746067e-300 2 Tmprss11b
204 2.15752546333769e-303 4.96219267010497 0.306 0.015 3.39335604873752e-299 2 Grm8
205 8.04976951323733e-303 2.75127919332698 0.872 0.272 1.26606774904197e-298 2 Ccdc3
206 8.89571731174014e-303 2.65138230157073 0.66 0.126 1.39911841879049e-298 2 Dsg3
207 2.44354654931477e-282 1.85092738315534 0.879 0.284 3.84321001276227e-278 2 Trim29
208 5.94917999321192e-264 2.41810610270406 0.688 0.167 9.35687029332371e-260 2 St6galnac2
209 5.3134293087194e-259 2.51684595479818 0.761 0.229 8.35696161675387e-255 2 Sh3rf2
210 3.40960863078778e-250 2.87267199462466 0.675 0.174 5.36263245450302e-246 2 Cdo1
211 2.39737446723446e-247 2.83780630899411 0.441 0.06 3.77059056206636e-243 2 Ppp2r2c
212 8.19121870317713e-246 1.8589980962039 0.599 0.12 1.2883148776357e-241 2 Foxe1
213 5.5141124533574e-233 2.29278741194719 0.775 0.253 8.67259606664052e-229 2 Dapk2
214 2.08039621055779e-231 1.97278260833717 0.932 0.493 3.27204715996529e-227 2 Aldh3a1
215 7.27682955321916e-229 1.78059597374589 0.993 0.653 1.14449975213031e-224 2 Adh7
216 7.44286217243932e-228 2.75239108696632 0.652 0.169 1.17061336248126e-223 2 Xkr4
217 5.73122667951053e-224 2.6744756859006 0.559 0.122 9.01407332153416e-220 2 Ces1h
218 6.53266121446502e-219 2.07057964792562 0.846 0.321 1.02745695581106e-214 2 Vav3
219 2.05604339106884e-216 2.66414834813288 0.419 0.062 3.23374504547307e-212 2 Duox1
220 8.57299803129826e-216 2.50593845583 0.523 0.104 1.34836113036259e-211 2 Tenm4
221 2.5995399538271e-211 1.83292135507568 0.479 0.084 4.08855643937927e-207 2 Bcl11b
